Entity,Code,Year,"Share (top 10%, before tax)"
Seychelles,SYC,1999,52.17
Seychelles,SYC,2006,51.56
Seychelles,SYC,2022,51.85
Seychelles,SYC,2023,52.19
Sierra Leone,SLE,1989,48.3
Sierra Leone,SLE,2003,48.1
Sierra Leone,SLE,2011,42.23
Sierra Leone,SLE,2018,46.24
Sierra Leone,SLE,2022,46.24
Sierra Leone,SLE,2023,46.24
Singapore,SGP,1969,31.88
Singapore,SGP,1970,33.14
Singapore,SGP,1971,32.88
Singapore,SGP,1972,33.77
Singapore,SGP,1973,33.46
Singapore,SGP,1974,33.23
Singapore,SGP,1975,33.95
Singapore,SGP,1976,33.85
Singapore,SGP,1977,32.96
Singapore,SGP,1978,33.99
Singapore,SGP,1979,36.39
Singapore,SGP,1980,34.47
Singapore,SGP,1981,34.39
Singapore,SGP,1982,35.46
Singapore,SGP,1983,34.53
Singapore,SGP,1984,33.97
Singapore,SGP,1985,35.91
Singapore,SGP,1986,35.09
Singapore,SGP,1987,37.52
Singapore,SGP,1988,35.79
Singapore,SGP,1989,36.63
Singapore,SGP,1990,36.63
Singapore,SGP,1991,34.86
Singapore,SGP,1992,34.45
Singapore,SGP,1993,34.03
Singapore,SGP,1994,32.41
Singapore,SGP,1995,32.35
Singapore,SGP,1996,34.39
Singapore,SGP,1997,34
Singapore,SGP,1998,36.34
Singapore,SGP,1999,39.74
Singapore,SGP,2000,41.44
Singapore,SGP,2001,44.98
Singapore,SGP,2002,45.22
Singapore,SGP,2003,43.26
Singapore,SGP,2004,42.82
Singapore,SGP,2005,40.73
Singapore,SGP,2006,43.04
Singapore,SGP,2007,40.34
Singapore,SGP,2008,45.82
Singapore,SGP,2009,43.89
Singapore,SGP,2010,42.31
Singapore,SGP,2011,43.87
Singapore,SGP,2012,44.42
Singapore,SGP,2013,44.36
Singapore,SGP,2022,46.42
Singapore,SGP,2023,45.17
Sint Maarten (Dutch part),SXM,1980,55.94
Sint Maarten (Dutch part),SXM,1981,55.93
Sint Maarten (Dutch part),SXM,1982,55.93
Sint Maarten (Dutch part),SXM,1983,55.93
Sint Maarten (Dutch part),SXM,1984,55.92
Sint Maarten (Dutch part),SXM,1985,55.92
Sint Maarten (Dutch part),SXM,1986,55.92
Sint Maarten (Dutch part),SXM,1987,55.91
Sint Maarten (Dutch part),SXM,1988,55.91
Sint Maarten (Dutch part),SXM,1989,55.92
Sint Maarten (Dutch part),SXM,1990,55.92
Sint Maarten (Dutch part),SXM,1991,55.8
Sint Maarten (Dutch part),SXM,1992,55.7
Sint Maarten (Dutch part),SXM,1993,55.6
Sint Maarten (Dutch part),SXM,1994,55.5
Sint Maarten (Dutch part),SXM,1995,55.4
Sint Maarten (Dutch part),SXM,1996,55.31
Sint Maarten (Dutch part),SXM,1997,55.21
Sint Maarten (Dutch part),SXM,1998,55.12
Sint Maarten (Dutch part),SXM,1999,55.03
Sint Maarten (Dutch part),SXM,2000,54.94
Sint Maarten (Dutch part),SXM,2001,54.77
Sint Maarten (Dutch part),SXM,2002,54.6
Sint Maarten (Dutch part),SXM,2003,54.45
Sint Maarten (Dutch part),SXM,2004,54.3
Sint Maarten (Dutch part),SXM,2005,54.16
Sint Maarten (Dutch part),SXM,2006,54.03
Sint Maarten (Dutch part),SXM,2007,53.9
Sint Maarten (Dutch part),SXM,2008,53.78
Sint Maarten (Dutch part),SXM,2009,53.66
Sint Maarten (Dutch part),SXM,2010,53.55
Sint Maarten (Dutch part),SXM,2011,53.03
Sint Maarten (Dutch part),SXM,2012,52.52
Sint Maarten (Dutch part),SXM,2013,52
Sint Maarten (Dutch part),SXM,2014,51.5
Sint Maarten (Dutch part),SXM,2015,50.99
Sint Maarten (Dutch part),SXM,2016,50.49
Sint Maarten (Dutch part),SXM,2017,49.99
Sint Maarten (Dutch part),SXM,2018,49.5
Sint Maarten (Dutch part),SXM,2019,49.01
Sint Maarten (Dutch part),SXM,2020,48.57
Sint Maarten (Dutch part),SXM,2021,48.57
Sint Maarten (Dutch part),SXM,2022,48.57
Sint Maarten (Dutch part),SXM,2023,48.57
Slovakia,SVK,1980,23.39
Slovakia,SVK,1985,23.39
Slovakia,SVK,1988,23.4
Slovakia,SVK,1997,25.28
Slovakia,SVK,1998,26.52
Slovakia,SVK,1999,27.08
Slovakia,SVK,2000,27.52
Slovakia,SVK,2001,29.82
Slovakia,SVK,2002,28.6
Slovakia,SVK,2003,28.1
Slovakia,SVK,2004,30.84
Slovakia,SVK,2005,30.41
Slovakia,SVK,2006,30.67
Slovakia,SVK,2007,30.47
Slovakia,SVK,2008,29.7
Slovakia,SVK,2009,29.51
Slovakia,SVK,2010,31.81
Slovakia,SVK,2011,30.33
Slovakia,SVK,2012,29.87
Slovakia,SVK,2013,32.6
Slovakia,SVK,2014,30.06
Slovakia,SVK,2015,32.11
Slovakia,SVK,2016,29.39
Slovakia,SVK,2017,27.42
Slovakia,SVK,2018,27.78
Slovakia,SVK,2022,25.05
Slovakia,SVK,2023,28.64
Slovenia,SVN,1992,23.55
Slovenia,SVN,1993,26.6
Slovenia,SVN,1994,26.04
Slovenia,SVN,1995,27.95
Slovenia,SVN,1996,28.67
Slovenia,SVN,1997,28.73
Slovenia,SVN,1998,29.03
Slovenia,SVN,1999,30.03
Slovenia,SVN,2000,28.97
Slovenia,SVN,2001,28.68
Slovenia,SVN,2002,28.94
Slovenia,SVN,2003,30.13
Slovenia,SVN,2004,29.98
Slovenia,SVN,2005,30.07
Slovenia,SVN,2006,30.09
Slovenia,SVN,2007,30.13
Slovenia,SVN,2008,30.02
Slovenia,SVN,2009,29.49
Slovenia,SVN,2010,29.64
Slovenia,SVN,2011,29.09
Slovenia,SVN,2012,29.37
Slovenia,SVN,2013,29.21
Slovenia,SVN,2014,29.72
Slovenia,SVN,2015,28.8
Slovenia,SVN,2016,29.06
Slovenia,SVN,2017,29.09
Slovenia,SVN,2018,29.09
Slovenia,SVN,2022,29.41
Slovenia,SVN,2023,29.44
Solomon Islands,SLB,1980,35.17
Solomon Islands,SLB,1981,35.26
Solomon Islands,SLB,1982,35.35
Solomon Islands,SLB,1983,35.45
Solomon Islands,SLB,1984,35.54
Solomon Islands,SLB,1985,35.64
Solomon Islands,SLB,1986,35.74
Solomon Islands,SLB,1987,35.84
Solomon Islands,SLB,1988,35.95
Solomon Islands,SLB,1989,36.05
Solomon Islands,SLB,1990,36.16
Solomon Islands,SLB,1991,36.47
Solomon Islands,SLB,1992,36.78
Solomon Islands,SLB,1993,37.07
Solomon Islands,SLB,1994,37.35
Solomon Islands,SLB,1995,37.63
Solomon Islands,SLB,1996,37.89
Solomon Islands,SLB,1997,38.15
Solomon Islands,SLB,1998,38.4
Solomon Islands,SLB,1999,38.64
Solomon Islands,SLB,2000,38.88
Solomon Islands,SLB,2001,39.76
Solomon Islands,SLB,2002,40.61
Solomon Islands,SLB,2003,41.45
Solomon Islands,SLB,2004,42.27
Solomon Islands,SLB,2005,43.07
Solomon Islands,SLB,2006,43.85
Solomon Islands,SLB,2007,44.62
Solomon Islands,SLB,2008,45.36
Solomon Islands,SLB,2009,46.09
Solomon Islands,SLB,2010,46.81
Solomon Islands,SLB,2011,47.01
Solomon Islands,SLB,2012,47.19
Solomon Islands,SLB,2013,47.37
Solomon Islands,SLB,2014,47.54
Solomon Islands,SLB,2015,47.7
Solomon Islands,SLB,2016,47.86
Solomon Islands,SLB,2017,48
Solomon Islands,SLB,2018,48.15
Solomon Islands,SLB,2019,48.28
Solomon Islands,SLB,2020,48.41
Solomon Islands,SLB,2021,48.41
Solomon Islands,SLB,2022,48.41
Solomon Islands,SLB,2023,48.41
Somalia,SOM,2017,48.73
Somalia,SOM,2022,48.54
Somalia,SOM,2023,48.53
South & South-East Asia (WID),,1820,47.72
South & South-East Asia (WID),,1850,49.82
South & South-East Asia (WID),,1880,52.95
South & South-East Asia (WID),,1900,52.53
South & South-East Asia (WID),,1910,45.74
South & South-East Asia (WID),,1920,51.44
South & South-East Asia (WID),,1930,48.18
South & South-East Asia (WID),,1940,51.83
South & South-East Asia (WID),,1950,39.47
South & South-East Asia (WID),,1960,41.99
South & South-East Asia (WID),,1970,44.02
South & South-East Asia (WID),,1980,44.72
South & South-East Asia (WID),,1981,44.28
South & South-East Asia (WID),,1982,44.12
South & South-East Asia (WID),,1983,46.18
South & South-East Asia (WID),,1984,45.21
South & South-East Asia (WID),,1985,45.56
South & South-East Asia (WID),,1986,46.12
South & South-East Asia (WID),,1987,46.01
South & South-East Asia (WID),,1988,46.36
South & South-East Asia (WID),,1989,46.89
South & South-East Asia (WID),,1990,46.46
South & South-East Asia (WID),,1991,47.2
South & South-East Asia (WID),,1992,48.43
South & South-East Asia (WID),,1993,49.32
South & South-East Asia (WID),,1994,50.21
South & South-East Asia (WID),,1995,51.21
South & South-East Asia (WID),,1996,50.82
South & South-East Asia (WID),,1997,50.34
South & South-East Asia (WID),,1998,48.43
South & South-East Asia (WID),,1999,48.76
South & South-East Asia (WID),,2000,48.77
South & South-East Asia (WID),,2001,49.48
South & South-East Asia (WID),,2002,50.16
South & South-East Asia (WID),,2003,50.25
South & South-East Asia (WID),,2004,50.94
South & South-East Asia (WID),,2005,51.13
South & South-East Asia (WID),,2006,51.43
South & South-East Asia (WID),,2007,51.87
South & South-East Asia (WID),,2008,53
South & South-East Asia (WID),,2009,53.34
South & South-East Asia (WID),,2010,53.87
South & South-East Asia (WID),,2011,54.96
South & South-East Asia (WID),,2012,54.91
South & South-East Asia (WID),,2013,54.62
South & South-East Asia (WID),,2014,55.06
South & South-East Asia (WID),,2015,55.65
South & South-East Asia (WID),,2016,55.29
South & South-East Asia (WID),,2017,55.01
South & South-East Asia (WID),,2018,55.5
South & South-East Asia (WID),,2019,55.41
South & South-East Asia (WID),,2020,55.15
South & South-East Asia (WID),,2021,55.25
South & South-East Asia (WID),,2022,56.6
South & South-East Asia (WID),,2023,55.99
South Africa,ZAF,1981,45.86
South Africa,ZAF,1982,45.86
South Africa,ZAF,1983,45.86
South Africa,ZAF,1984,45.86
South Africa,ZAF,1985,45.86
South Africa,ZAF,1986,45.86
South Africa,ZAF,1987,45.86
South Africa,ZAF,1988,45.86
South Africa,ZAF,1989,45.86
South Africa,ZAF,1990,45.86
South Africa,ZAF,1991,47.95
South Africa,ZAF,1992,47.54
South Africa,ZAF,1993,45
South Africa,ZAF,1994,46.08
South Africa,ZAF,1995,47.2
South Africa,ZAF,1996,48.28
South Africa,ZAF,1997,49.41
South Africa,ZAF,1998,50.49
South Africa,ZAF,1999,51.59
South Africa,ZAF,2000,52.88
South Africa,ZAF,2001,53.79
South Africa,ZAF,2002,54.9
South Africa,ZAF,2003,56.08
South Africa,ZAF,2004,56.22
South Africa,ZAF,2005,57.91
South Africa,ZAF,2006,59.12
South Africa,ZAF,2007,61.29
South Africa,ZAF,2008,59.17
South Africa,ZAF,2009,58.45
South Africa,ZAF,2010,60.68
South Africa,ZAF,2011,61.83
South Africa,ZAF,2014,65.09
South Africa,ZAF,2022,65.08
South Africa,ZAF,2023,65.08
South Africa region (WID),,1980,48.27
South Africa region (WID),,1981,48.19
South Africa region (WID),,1982,47.95
South Africa region (WID),,1983,47.99
South Africa region (WID),,1984,48.03
South Africa region (WID),,1985,47.96
South Africa region (WID),,1986,47.94
South Africa region (WID),,1987,47.89
South Africa region (WID),,1988,47.9
South Africa region (WID),,1989,47.89
South Africa region (WID),,1990,48.56
South Africa region (WID),,1991,50.55
South Africa region (WID),,1992,50.64
South Africa region (WID),,1993,48.43
South Africa region (WID),,1994,48.99
South Africa region (WID),,1995,49.73
South Africa region (WID),,1996,51.11
South Africa region (WID),,1997,51.87
South Africa region (WID),,1998,53.3
South Africa region (WID),,1999,53.61
South Africa region (WID),,2000,54.94
South Africa region (WID),,2001,55.84
South Africa region (WID),,2002,56.85
South Africa region (WID),,2003,57.89
South Africa region (WID),,2004,58.23
South Africa region (WID),,2005,59.3
South Africa region (WID),,2006,60.12
South Africa region (WID),,2007,61.98
South Africa region (WID),,2008,60.04
South Africa region (WID),,2009,59.39
South Africa region (WID),,2010,61.3
South Africa region (WID),,2011,62.41
South Africa region (WID),,2012,65.21
South Africa region (WID),,2013,65.21
South Africa region (WID),,2014,65.17
South Africa region (WID),,2015,65.03
South Africa region (WID),,2016,65
South Africa region (WID),,2017,64.96
South Africa region (WID),,2018,65.08
South Africa region (WID),,2019,65.08
South Africa region (WID),,2020,65.11
South Africa region (WID),,2021,65.09
South Africa region (WID),,2022,65.1
South Africa region (WID),,2023,65.05
South Asia (WID),,1980,42.33
South Asia (WID),,1981,41.27
South Asia (WID),,1982,41.22
South Asia (WID),,1983,45.48
South Asia (WID),,1984,43.09
South Asia (WID),,1985,44.08
South Asia (WID),,1986,43.18
South Asia (WID),,1987,42.79
South Asia (WID),,1988,41.87
South Asia (WID),,1989,42
South Asia (WID),,1990,40.65
South Asia (WID),,1991,41.45
South Asia (WID),,1992,42.3
South Asia (WID),,1993,43.1
South Asia (WID),,1994,43.92
South Asia (WID),,1995,45.26
South Asia (WID),,1996,43.95
South Asia (WID),,1997,44.17
South Asia (WID),,1998,44.55
South Asia (WID),,1999,45.61
South Asia (WID),,2000,45.79
South Asia (WID),,2001,46.25
South Asia (WID),,2002,47.2
South Asia (WID),,2003,48.14
South Asia (WID),,2004,48.18
South Asia (WID),,2005,49.18
South Asia (WID),,2006,49.81
South Asia (WID),,2007,51
South Asia (WID),,2008,51.61
South Asia (WID),,2009,51.62
South Asia (WID),,2010,52.73
South Asia (WID),,2011,53.83
South Asia (WID),,2012,53.55
South Asia (WID),,2013,53.93
South Asia (WID),,2014,54.42
South Asia (WID),,2015,54.28
South Asia (WID),,2016,55.73
South Asia (WID),,2017,56.06
South Asia (WID),,2018,55.98
South Asia (WID),,2019,55.18
South Asia (WID),,2020,55
South Asia (WID),,2021,55
South Asia (WID),,2022,56.7
South Asia (WID),,2023,55.88
South Korea,KOR,1980,31.86
South Korea,KOR,1981,31.86
South Korea,KOR,1982,31.86
South Korea,KOR,1983,31.43
South Korea,KOR,1984,31.73
South Korea,KOR,1985,31.15
South Korea,KOR,1986,30.8
South Korea,KOR,1987,31.48
South Korea,KOR,1988,30.89
South Korea,KOR,1989,30.35
South Korea,KOR,1990,30.78
South Korea,KOR,1991,31.17
South Korea,KOR,1992,28.88
South Korea,KOR,1993,27.9
South Korea,KOR,1994,27
South Korea,KOR,1995,26.57
South Korea,KOR,1996,26.24
South Korea,KOR,1997,26.21
South Korea,KOR,1998,26.97
South Korea,KOR,1999,27.46
South Korea,KOR,2000,28.03
South Korea,KOR,2001,29.7
South Korea,KOR,2002,30.41
South Korea,KOR,2003,31.44
South Korea,KOR,2004,32.76
South Korea,KOR,2005,35.69
South Korea,KOR,2006,35.21
South Korea,KOR,2007,38.36
South Korea,KOR,2008,37.63
South Korea,KOR,2009,41.48
South Korea,KOR,2010,40.95
South Korea,KOR,2011,39.65
South Korea,KOR,2012,38.78
South Korea,KOR,2013,36.04
South Korea,KOR,2014,38.03
South Korea,KOR,2015,38.31
South Korea,KOR,2016,39.55
South Korea,KOR,2022,40.45
South Korea,KOR,2023,36.89
South Sudan,SSD,2009,50.21
South Sudan,SSD,2016,50.33
South Sudan,SSD,2022,49.51
South Sudan,SSD,2023,49.51
South-East Asia (WID),,1980,53.27
South-East Asia (WID),,1981,53.14
South-East Asia (WID),,1982,53.19
South-East Asia (WID),,1983,52.97
South-East Asia (WID),,1984,52.99
South-East Asia (WID),,1985,52.86
South-East Asia (WID),,1986,54.11
South-East Asia (WID),,1987,54.31
South-East Asia (WID),,1988,54.11
South-East Asia (WID),,1989,55.11
South-East Asia (WID),,1990,55.05
South-East Asia (WID),,1991,55.31
South-East Asia (WID),,1992,57.27
South-East Asia (WID),,1993,56.33
South-East Asia (WID),,1994,55.93
South-East Asia (WID),,1995,56.47
South-East Asia (WID),,1996,57.01
South-East Asia (WID),,1997,56.29
South-East Asia (WID),,1998,53.81
South-East Asia (WID),,1999,54.08
South-East Asia (WID),,2000,53.78
South-East Asia (WID),,2001,54.47
South-East Asia (WID),,2002,53.94
South-East Asia (WID),,2003,53.81
South-East Asia (WID),,2004,54.95
South-East Asia (WID),,2005,54.72
South-East Asia (WID),,2006,54.63
South-East Asia (WID),,2007,54.09
South-East Asia (WID),,2008,55.46
South-East Asia (WID),,2009,54.79
South-East Asia (WID),,2010,53.88
South-East Asia (WID),,2011,54.15
South-East Asia (WID),,2012,53.85
South-East Asia (WID),,2013,52.29
South-East Asia (WID),,2014,52.45
South-East Asia (WID),,2015,54.36
South-East Asia (WID),,2016,51.11
South-East Asia (WID),,2017,50.78
South-East Asia (WID),,2018,51.47
South-East Asia (WID),,2019,51.39
South-East Asia (WID),,2020,52.06
South-East Asia (WID),,2021,51.56
South-East Asia (WID),,2022,51.92
South-East Asia (WID),,2023,51.13
Spain,ESP,1981,34.71
Spain,ESP,1982,34.86
Spain,ESP,1983,34.86
Spain,ESP,1984,35
Spain,ESP,1985,35.24
Spain,ESP,1986,36.38
Spain,ESP,1987,36.46
Spain,ESP,1988,36.79
Spain,ESP,1989,37.4
Spain,ESP,1990,36.73
Spain,ESP,1991,36.08
Spain,ESP,1992,35.42
Spain,ESP,1993,34.83
Spain,ESP,1994,35.44
Spain,ESP,1995,35.62
Spain,ESP,1996,35.29
Spain,ESP,1997,34.6
Spain,ESP,1998,34.36
Spain,ESP,1999,34.6
Spain,ESP,2000,34.29
Spain,ESP,2001,33.74
Spain,ESP,2002,34.12
Spain,ESP,2003,34.27
Spain,ESP,2004,33.7
Spain,ESP,2005,33.44
Spain,ESP,2006,34.6
Spain,ESP,2007,34.68
Spain,ESP,2008,34.46
Spain,ESP,2009,35.67
Spain,ESP,2010,33.97
Spain,ESP,2011,33.75
Spain,ESP,2012,34.3
Spain,ESP,2013,34.56
Spain,ESP,2014,35
Spain,ESP,2015,35.83
Spain,ESP,2016,34.84
Spain,ESP,2017,35.2
Spain,ESP,2022,33.71
Spain,ESP,2023,33.73
Sri Lanka,LKA,1985,42.61
Sri Lanka,LKA,1990,45.39
Sri Lanka,LKA,1995,45
Sri Lanka,LKA,2002,50.12
Sri Lanka,LKA,2006,51.06
Sri Lanka,LKA,2009,45.81
Sri Lanka,LKA,2012,49.41
Sri Lanka,LKA,2016,48.8
Sri Lanka,LKA,2022,48.37
Sri Lanka,LKA,2023,49.34
Sub-Saharan Africa (WID),,1820,56.22
Sub-Saharan Africa (WID),,1850,57.48
Sub-Saharan Africa (WID),,1880,59.34
Sub-Saharan Africa (WID),,1900,60.78
Sub-Saharan Africa (WID),,1910,64.05
Sub-Saharan Africa (WID),,1920,63.57
Sub-Saharan Africa (WID),,1930,63.04
Sub-Saharan Africa (WID),,1940,61.35
Sub-Saharan Africa (WID),,1950,61.23
Sub-Saharan Africa (WID),,1960,59.12
Sub-Saharan Africa (WID),,1970,59.53
Sub-Saharan Africa (WID),,1980,58.55
Sub-Saharan Africa (WID),,1981,58.62
Sub-Saharan Africa (WID),,1982,58.7
Sub-Saharan Africa (WID),,1983,58.44
Sub-Saharan Africa (WID),,1984,58.64
Sub-Saharan Africa (WID),,1985,58.82
Sub-Saharan Africa (WID),,1986,58.15
Sub-Saharan Africa (WID),,1987,58.02
Sub-Saharan Africa (WID),,1988,58.14
Sub-Saharan Africa (WID),,1989,58.2
Sub-Saharan Africa (WID),,1990,57.81
Sub-Saharan Africa (WID),,1991,58.25
Sub-Saharan Africa (WID),,1992,58.18
Sub-Saharan Africa (WID),,1993,57.72
Sub-Saharan Africa (WID),,1994,58.1
Sub-Saharan Africa (WID),,1995,58.33
Sub-Saharan Africa (WID),,1996,58.29
Sub-Saharan Africa (WID),,1997,58.34
Sub-Saharan Africa (WID),,1998,58.03
Sub-Saharan Africa (WID),,1999,58.02
Sub-Saharan Africa (WID),,2000,58.19
Sub-Saharan Africa (WID),,2001,58.29
Sub-Saharan Africa (WID),,2002,58.48
Sub-Saharan Africa (WID),,2003,58.23
Sub-Saharan Africa (WID),,2004,58.13
Sub-Saharan Africa (WID),,2005,57.97
Sub-Saharan Africa (WID),,2006,58.1
Sub-Saharan Africa (WID),,2007,58.19
Sub-Saharan Africa (WID),,2008,57.6
Sub-Saharan Africa (WID),,2009,56.83
Sub-Saharan Africa (WID),,2010,56.99
Sub-Saharan Africa (WID),,2011,57
Sub-Saharan Africa (WID),,2012,57.35
Sub-Saharan Africa (WID),,2013,57.15
Sub-Saharan Africa (WID),,2014,56.96
Sub-Saharan Africa (WID),,2015,56.45
Sub-Saharan Africa (WID),,2016,56.15
Sub-Saharan Africa (WID),,2017,55.88
Sub-Saharan Africa (WID),,2018,55.53
Sub-Saharan Africa (WID),,2019,55.13
Sub-Saharan Africa (WID),,2020,54.47
Sub-Saharan Africa (WID),,2021,54.98
Sub-Saharan Africa (WID),,2022,54.98
Sub-Saharan Africa (WID),,2023,54.75
Sudan,SDN,2009,42.79
Sudan,SDN,2014,44.99
Sudan,SDN,2022,44.38
Sudan,SDN,2023,44.32
Suriname,SUR,2022,51.81
Suriname,SUR,2023,51.81
Sweden,SWE,1940,34.43
Sweden,SWE,1950,30.37
Sweden,SWE,1960,30.45
Sweden,SWE,1970,29.47
Sweden,SWE,1980,25.7
Sweden,SWE,1981,25.56
Sweden,SWE,1982,26.66
Sweden,SWE,1983,27.07
Sweden,SWE,1984,28.16
Sweden,SWE,1985,28.13
Sweden,SWE,1986,29.97
Sweden,SWE,1987,28.44
Sweden,SWE,1988,28.39
Sweden,SWE,1989,28.1
Sweden,SWE,1990,25.99
Sweden,SWE,1991,26.37
Sweden,SWE,1992,27.1
Sweden,SWE,1993,28.21
Sweden,SWE,1994,30.64
Sweden,SWE,1995,31.33
Sweden,SWE,1996,30
Sweden,SWE,1997,31.24
Sweden,SWE,1998,31.6
Sweden,SWE,1999,31.32
Sweden,SWE,2000,30.49
Sweden,SWE,2001,29.27
Sweden,SWE,2002,30.34
Sweden,SWE,2003,30.59
Sweden,SWE,2004,32.07
Sweden,SWE,2005,32.23
Sweden,SWE,2006,33.5
Sweden,SWE,2007,33.68
Sweden,SWE,2008,31.88
Sweden,SWE,2009,30.2
Sweden,SWE,2010,32.2
Sweden,SWE,2011,31.37
Sweden,SWE,2012,29.66
Sweden,SWE,2013,29.64
Sweden,SWE,2014,29.51
Sweden,SWE,2015,30.61
Sweden,SWE,2016,28.97
Sweden,SWE,2017,29.36
Sweden,SWE,2022,32.16
Sweden,SWE,2023,30.59
Switzerland,CHE,1980,30.84
Switzerland,CHE,1981,31.64
Switzerland,CHE,1982,31.46
Switzerland,CHE,1983,31.23
Switzerland,CHE,1984,31.36
Switzerland,CHE,1985,31.07
Switzerland,CHE,1986,32.23
Switzerland,CHE,1987,31.99
Switzerland,CHE,1988,31.09
Switzerland,CHE,1989,31.3
Switzerland,CHE,1990,30.76
Switzerland,CHE,1991,30.38
Switzerland,CHE,1992,29.35
Switzerland,CHE,1993,29.41
Switzerland,CHE,1994,29.4
Switzerland,CHE,1995,29.26
Switzerland,CHE,1996,30.49
Switzerland,CHE,1997,31.33
Switzerland,CHE,1998,31.8
Switzerland,CHE,1999,31.47
Switzerland,CHE,2000,31.87
Switzerland,CHE,2001,30.07
Switzerland,CHE,2002,29.71
Switzerland,CHE,2003,32.29
Switzerland,CHE,2004,32.2
Switzerland,CHE,2005,33.35
Switzerland,CHE,2006,33.82
Switzerland,CHE,2007,31.83
Switzerland,CHE,2008,30.81
Switzerland,CHE,2009,30.29
Switzerland,CHE,2010,32.14
Switzerland,CHE,2011,32.45
Switzerland,CHE,2012,31.22
Switzerland,CHE,2013,31.61
Switzerland,CHE,2014,31.7
Switzerland,CHE,2015,30.91
Switzerland,CHE,2016,31.36
Switzerland,CHE,2017,31.43
Switzerland,CHE,2022,30.29
Switzerland,CHE,2023,30.24
Syria,SYR,1996,54.93
Syria,SYR,2003,56.67
Syria,SYR,2004,58.05
Syria,SYR,2022,56.93
Syria,SYR,2023,55.11
Taiwan,TWN,1980,38.01
Taiwan,TWN,1981,38.01
Taiwan,TWN,1982,36.36
Taiwan,TWN,1983,35.62
Taiwan,TWN,1984,35.61
Taiwan,TWN,1985,36.42
Taiwan,TWN,1986,36.3
Taiwan,TWN,1987,36.68
Taiwan,TWN,1988,36.02
Taiwan,TWN,1989,36.69
Taiwan,TWN,1990,37.08
Taiwan,TWN,1991,37.57
Taiwan,TWN,1992,37.27
Taiwan,TWN,1993,36.66
Taiwan,TWN,1994,38.35
Taiwan,TWN,1995,40.17
Taiwan,TWN,1996,38.58
Taiwan,TWN,1997,39.84
Taiwan,TWN,1998,40.3
Taiwan,TWN,1999,41.51
Taiwan,TWN,2000,41.9
Taiwan,TWN,2001,45.55
Taiwan,TWN,2002,46.22
Taiwan,TWN,2003,49.73
Taiwan,TWN,2004,56
Taiwan,TWN,2005,48.51
Taiwan,TWN,2006,47.11
Taiwan,TWN,2007,49.66
Taiwan,TWN,2008,47.22
Taiwan,TWN,2009,46.91
Taiwan,TWN,2010,48.85
Taiwan,TWN,2011,49.12
Taiwan,TWN,2012,50.07
Taiwan,TWN,2013,47.4
Taiwan,TWN,2014,52.86
Taiwan,TWN,2015,48.2
Taiwan,TWN,2016,49.87
Taiwan,TWN,2017,49.81
Taiwan,TWN,2022,49.21
Taiwan,TWN,2023,49.53
Tajikistan,TJK,1999,37.41
Tajikistan,TJK,2003,41.1
Tajikistan,TJK,2004,41.41
Tajikistan,TJK,2007,40.95
Tajikistan,TJK,2009,40.01
Tajikistan,TJK,2015,40.06
Tajikistan,TJK,2022,41.6
Tajikistan,TJK,2023,41.69
Tanzania,TZA,1991,42.55
Tanzania,TZA,2000,44.85
Tanzania,TZA,2007,48.9
Tanzania,TZA,2011,48.09
Tanzania,TZA,2014,49.38
Tanzania,TZA,2017,50.68
Tanzania,TZA,2022,50.68
Tanzania,TZA,2023,50.68
Thailand,THA,1981,56.14
Thailand,THA,1989,59.22
Thailand,THA,1990,58.77
Thailand,THA,1991,58.46
Thailand,THA,1992,61.18
Thailand,THA,1993,57.66
Thailand,THA,1994,56.8
Thailand,THA,1995,56.38
Thailand,THA,1996,56.22
Thailand,THA,1997,54.67
Thailand,THA,1998,53.03
Thailand,THA,1999,55.29
Thailand,THA,2000,55.15
Thailand,THA,2001,59.72
Thailand,THA,2002,55.44
Thailand,THA,2003,57.69
Thailand,THA,2004,55.51
Thailand,THA,2005,55.01
Thailand,THA,2006,56.34
Thailand,THA,2007,55.02
Thailand,THA,2008,55.45
Thailand,THA,2009,53.68
Thailand,THA,2010,55.57
Thailand,THA,2011,54.93
Thailand,THA,2012,54.8
Thailand,THA,2013,52.78
Thailand,THA,2014,54.48
Thailand,THA,2015,51.63
Thailand,THA,2016,51.73
Thailand,THA,2017,53.22
Thailand,THA,2018,50.54
Thailand,THA,2019,48.16
Thailand,THA,2022,54.07
Thailand,THA,2023,52.1
Togo,TGO,2006,49.01
Togo,TGO,2011,50.96
Togo,TGO,2015,47.59
Togo,TGO,2022,45.92
Togo,TGO,2023,45.92
Tonga,TON,1980,35.17
Tonga,TON,1981,35.26
Tonga,TON,1982,35.35
Tonga,TON,1983,35.45
Tonga,TON,1984,35.54
Tonga,TON,1985,35.64
Tonga,TON,1986,35.74
Tonga,TON,1987,35.84
Tonga,TON,1988,35.95
Tonga,TON,1989,36.05
Tonga,TON,1990,36.16
Tonga,TON,1991,36.47
Tonga,TON,1992,36.78
Tonga,TON,1993,37.07
Tonga,TON,1994,37.35
Tonga,TON,1995,37.63
Tonga,TON,1996,37.89
Tonga,TON,1997,38.15
Tonga,TON,1998,38.4
Tonga,TON,1999,38.64
Tonga,TON,2000,38.88
Tonga,TON,2001,39.76
Tonga,TON,2002,40.61
Tonga,TON,2003,41.45
Tonga,TON,2004,42.27
